"minutes__minute","minutes__value__rmssd","minutes__value__coverage","minutes__value__hf","minutes__value__lf","dateTime"
"2025-04-13T11:05:00.000","181.645","0.85","3114.327","8008.019",""
"2025-04-13T11:10:00.000","179.065","0.916","3436.708","8132.048",""
"2025-04-13T11:15:00.000","192.572","0.927","6457.122","5527.091",""
"2025-04-13T11:20:00.000","156.125","1.006","4269.642","3832.859",""
"2025-04-13T11:25:00.000","215.373","0.938","5419.672","6957.507",""
"2025-04-14T00:35:00.000","160.653","0.974","2322.854","991.571","2025-04-14"
"2025-04-14T00:40:00.000","186.174","0.939","4590.094","840.285",""
"2025-04-14T00:45:00.000","185.009","0.981","5903.434","2048.339",""
"2025-04-14T00:50:00.000","216.099","0.883","4451.606","10590.518",""
"2025-04-14T00:55:00.000","200.42","0.957","4660.384","4170.624",""
"2025-04-14T01:00:00.000","206.754","0.939","5016.681","4028.541",""
"2025-04-14T01:05:00.000","220.012","0.968","7908.904","1077.808",""
"2025-04-14T01:10:00.000","219.297","1.002","7867.17","678.726",""
"2025-04-14T01:15:00.000","213.888","1.007","7387.6","1059.103",""
"2025-04-14T01:20:00.000","208.841","0.97","7204.523","1353.02",""
"2025-04-14T01:25:00.000","222.909","1.005","7613.975","2952.459",""
"2025-04-14T01:30:00.000","204.04","1.001","5925.719","895.139",""
"2025-04-14T01:35:00.000","209.306","0.923","6632.253","1203.915",""
"2025-04-14T01:40:00.000","215.484","1.002","6918.721","1701.098",""
"2025-04-14T01:45:00.000","205.209","1","7086.225","4254.988",""
"2025-04-14T01:50:00.000","197.023","0.872","4361.327","8367.064",""
"2025-04-14T01:55:00.000","188.723","0.957","5491.764","3494.353",""
"2025-04-14T02:00:00.000","200.401","0.923","4520.462","2760.552",""
"2025-04-14T02:05:00.000","192.183","0.928","6691.593","3871.44",""
"2025-04-14T02:10:00.000","202.618","0.941","6417.74","1850.865",""
"2025-04-14T02:15:00.000","207.976","0.981","7305.698","3091.062",""
"2025-04-14T02:20:00.000","202.814","0.987","6289.714","1709.875",""
"2025-04-14T02:25:00.000","185.897","1.002","5461.52","787.931",""
"2025-04-14T02:30:00.000","179.799","0.979","5091.745","8762.364",""
"2025-04-14T02:35:00.000","203.612","0.944","6499.861","2110.15",""
"2025-04-14T02:40:00.000","232.355","1.003","7902.021","7615.595",""
"2025-04-14T02:45:00.000","210.093","0.821","6492.309","8003.216",""
"2025-04-14T02:50:00.000","234.129","0.718","4393.274","8243.275",""
"2025-04-14T03:05:00.000","218.783","0.927","6518.737","1460.021",""
"2025-04-14T03:10:00.000","260.653","0.971","7466.508","6584.072",""
"2025-04-14T03:15:00.000","259.304","0.994","9475.698","6282.587",""
"2025-04-14T03:20:00.000","243.987","1.006","9688.591","3214.145",""
"2025-04-14T03:25:00.000","259.124","1.002","7029.574","6220.089",""
"2025-04-14T03:30:00.000","241.669","0.996","5980.711","1415.156",""
"2025-04-14T03:35:00.000","265.473","0.999","10111.398","2830.26",""
"2025-04-14T03:40:00.000","275.655","1.005","9147.206","2977.835",""
"2025-04-14T03:45:00.000","256.074","0.897","8692.455","7088.991",""
"2025-04-14T03:50:00.000","220.872","0.904","7322.675","3900.602",""
"2025-04-14T03:55:00.000","221.78","0.99","7524.34","979.293",""
"2025-04-14T04:00:00.000","214.979","0.901","6041.084","2817.965",""
"2025-04-14T04:05:00.000","213.564","0.964","6433.435","2417.914",""
"2025-04-14T04:10:00.000","197.646","1.002","5221.016","1427.367",""
"2025-04-14T04:15:00.000","200.218","1.005","6087.564","1112.74",""
"2025-04-14T04:20:00.000","201.436","0.998","5712.204","879.647",""
"2025-04-14T04:25:00.000","195.585","1.004","5561.645","1626.747",""
"2025-04-14T04:30:00.000","186.482","1.005","4975.104","1253.136",""
"2025-04-14T04:35:00.000","191.115","0.885","5257.855","3092.786",""
"2025-04-14T04:40:00.000","196.004","0.814","4249.002","5978.923",""
"2025-04-14T04:45:00.000","213.713","1","6652.804","10249.399",""
"2025-04-14T04:50:00.000","204.349","0.958","6086.392","3277.406",""
"2025-04-14T04:55:00.000","191.509","0.996","4123.55","2294.868",""
"2025-04-14T05:00:00.000","216.849","0.915","7048.293","3276.884",""
"2025-04-14T05:05:00.000","221.743","0.988","6937.978","3675.48",""
"2025-04-14T05:10:00.000","164.32","0.734","3859.538","5738.985",""
"2025-04-14T05:20:00.000","194.248","0.864","4450.698","4151.398",""
"2025-04-14T05:25:00.000","182.029","0.957","4581.174","1372.354",""
"2025-04-14T05:30:00.000","200.492","1.008","4721.779","1774.439",""
"2025-04-14T05:35:00.000","215.833","0.914","5706.826","3552.651",""
"2025-04-14T05:40:00.000","223.592","0.743","5323.742","5427.13",""
"2025-04-14T05:50:00.000","213.094","0.861","6932.443","3945.198",""
"2025-04-14T05:55:00.000","184.668","0.962","4346.537","12505.27",""
"2025-04-14T06:00:00.000","218.517","0.996","6544.068","5881.367",""
"2025-04-14T06:05:00.000","210.932","0.925","5498.471","6347.887",""
"2025-04-14T06:10:00.000","208.238","0.996","6019.562","3565.53",""
"2025-04-14T06:15:00.000","189.249","0.942","5786.655","12739.559",""
"2025-04-14T06:20:00.000","200.367","0.967","4939.725","8314.297",""
"2025-04-14T06:25:00.000","205.865","0.986","5121.668","2453.968",""
"2025-04-14T06:30:00.000","215.194","0.931","4605.143","3340.618",""
"2025-04-14T06:35:00.000","215.418","0.92","6686.362","5611.44",""
"2025-04-14T06:40:00.000","207.131","0.934","4972.584","2729.2",""
"2025-04-14T06:45:00.000","225.633","0.994","7974.698","8089.095",""
"2025-04-14T06:50:00.000","250.532","0.913","9101.365","4922.239",""
"2025-04-14T06:55:00.000","242.656","0.991","7490.402","3088.333",""
"2025-04-14T07:00:00.000","244.822","0.976","6455.909","6096.747",""
"2025-04-14T07:05:00.000","184.767","0.862","3404.338","3309.988",""
"2025-04-14T07:10:00.000","196.78","0.985","6294.993","5619.501",""
"2025-04-14T07:15:00.000","250.556","1.005","10413.093","3743.752",""
"2025-04-14T07:20:00.000","237.682","1.004","9187.871","2540.402",""
"2025-04-14T07:25:00.000","222.912","0.995","8837.242","3230.118",""
"2025-04-14T07:30:00.000","209.088","0.967","7091.335","1443.47",""
"2025-04-14T07:35:00.000","202.538","0.895","4631.942","5826.425",""
"2025-04-14T07:40:00.000","210.158","0.998","6145.603","3328.249",""
"2025-04-14T07:45:00.000","200.414","1.005","6311.119","2820.078",""
"2025-04-14T07:50:00.000","209.525","1.001","6608.286","1878.722",""
"2025-04-14T07:55:00.000","216.713","0.952","5540.764","14313.772",""
